LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
ausstrahlen,verb,ausstrahlen,strahlt aus,strahlte aus,ausgestrahlt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vermarkten,verb,vermarkten,vermarktet,vermarktete,vermarktete,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
richten,verb,richten,richtet,richtete,gerichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
präsentieren,verb,präsentieren,präsentiert,präsentierte,präsentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bestellen,verb,bestellen,bestellt,bestellte,bestellte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
moderieren,verb,moderieren,moderiert,moderierte,moderierte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
münden,verb,münden,mündet,mündete,gemündet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
entspringen,verb,entspringen,entspringt,entsprang,entsprungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bedeuten,verb,bedeuten,bedeutet,bedeutete,bedeutet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
stammen,verb,stammen,stammt,stammte,gestammt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
liegen,verb,liegen,liegt,lag,gelegen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City,von
verlaufen,verb,verlaufen,verläuft,verlief,verlaufen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City,von
vereinigen,verb,vereinigen,vereinigt,vereinigte,vereinigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
münden,verb,münden,mündet,mündete,gemündet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place,von
liegen,verb,liegen,liegt,lag,gelegen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
münden,verb,münden,mündet,mündete,gemündet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City,von
führen,verb,führen,führt,führte,geführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City,von
passieren,verb,passieren,passiert,passierte,passiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
münden,verb,münden,mündet,mündete,gemündet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
entspringen,verb,entspringen,entspringt,entsprang,entsprungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place,von
entspringen,verb,entspringen,entspringt,entsprang,entsprungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country,von
erreichen,verb,erreichen,erreicht,erreichte,erreicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
wenden,verb,wenden,wendet,wandte,wendete,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
entspringen,verb,entspringen,entspringt,entsprang,entsprungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
verwenden,verb,verwenden,verwendet,verwendete,verwandte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
unterstützen,verb,unterstützen,unterstützt,unterstützte,unterstützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
entwerfen,verb,entwerfen,entwirft,entwarf,entworfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
entwerfen,verb,entwerfen,entwirft,entwarf,entworfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
basieren,verb,basieren,basiert,basierte,basiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
ermöglichen,verb,ermöglichen,ermöglicht,ermöglichte,ermöglicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
verwenden,verb,verwenden,verwendet,verwendete,verwandte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
erstellen,verb,erstellen,erstellt,erstellte,erstellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
definieren,verb,definieren,definiert,definierte,definiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
schreiben,verb,schreiben,schreibt,schrieb,geschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
erlauben,verb,erlauben,erlaubt,erlaubte,erlaubt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
unterstützen,verb,unterstützen,unterstützt,unterstützte,unterstützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
enthalten,verb,enthalten,enthält,enthielt,enthalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
veröffentlichen,verb,veröffentlichen,veröffentlicht,veröffentlichte,veröffentlicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
bieten,verb,bieten,beutst,bietet,beut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
liegen,verb,liegen,liegt,lag,gelegen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
nutzen,verb,nutzen,nutzt,nutzte,genutzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
betreiben,verb,betreiben,betreibt,betrieb,betrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
liegen,verb,liegen,liegt,lag,gelegen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
dienen,verb,dienen,dient,diente,gedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
verfügen,verb,verfügen,verfügt,verfügte,verfügt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
eröffnen,verb,eröffnen,eröffnet,eröffnete,eröffnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
besitzen,verb,besitzen,besitzt,besaß,besessen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
nutzen,verb,nutzen,nutzt,nutzte,genutzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
zulassen,verb,zulassen,lässt zu,ließ zu,zugelassen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
betreiben,verb,betreiben,betreibt,betrieb,betrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
bedienen,verb,bedienen,bedient,bediente,bedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
dienen,verb,dienen,dient,diente,gedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
besitzen,verb,besitzen,besitzt,besaß,besessen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
schließen,verb,schließen,schließt,schloss,geschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
stationieren,verb,stationieren,stationiert,stationierte,stationiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
abfertigen,verb,abfertigen,fertigt ab,fertigte ab,abgefertigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
bedienen,verb,bedienen,bedient,bediente,bedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
öffnen,verb,öffnen,öffnet,öffnete,geöffnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
übergeben,verb,übergeben,übergibt,übergab,übergeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
bieten,verb,bieten,beutst,bietet,beut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
stationieren,verb,stationieren,stationiert,stationierte,stationiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
finden,verb,finden,findet,fand,gefunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
erreichen,verb,erreichen,erreicht,erreichte,erreicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
landen,verb,landen,landet,landete,gelandet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
verbinden,verb,verbinden,verbindet,verband,verbunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
errichten,verb,errichten,errichtet,errichtete,errichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
verfügen,verb,verfügen,verfügt,verfügte,verfügt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
messen,verb,messen,misst,maß,gemessen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City,von
